cidade,uf,cep
'São José dos Quatro Marcos','MT','78285-000'
'São Pedro da Cipa','MT','78835-000'
'Sapezal','MT','78365-000'
'Serra Nova Dourada','MT','78668-000'
'Sinop','MT','5107909'
'Sorriso','MT','78890-000'
'Tabaporã','MT','78563-000'
'Tangará da Serra','MT','78300-000'
'Tapurah','MT','78573-000'
'Terra Nova do Norte','MT','78505-000'
'Tesouro','MT','78775-000'
'Torixoréu','MT','78695-000'
'União do Sul','MT','78543-000'
'Várzea Grande','MT','5108402'
'Vera','MT','78880-000'
'Vila Bela da Santíssima Trindade','MT','78245-000'
'Vila Rica','MT','78645-000'
'Novo Santo Antônio','MT','78674-000'
'Abaetetuba','PA','68440-000'
'Abel Figueiredo','PA','68527-000'
'Acará','PA','68690-000'
'Afuá','PA','68890-000'
'Água Azul do Norte','PA','68533-000'
'Alenquer','PA','68200-000'
'Almeirim','PA','68230-000'
'Altamira','PA','1500602'
'Anajás','PA','68810-000'
'Ananindeua','PA','1500800'
'Anapu','PA','68365-000'
'Augusto Corrêa','PA','68610-000'
'Aurora do Pará','PA','68658-000'
'Aveiro','PA','68150-000'
'Bagre','PA','68475-000'
'Baião','PA','68465-000'
'Bannach','PA','68388-000'
'Barcarena','PA','68445-000'
'Belém','PA','1501402'
'Belterra','PA','68143-000'
'Benevides','PA','68795-000'
'Bom Jesus do Tocantins','PA','68525-000'
'Bonito','PA','68645-000'
'Bragança','PA','68600-000'
'Brasil Novo','PA','68148-000'
'Brejo Grande do Araguaia','PA','68521-000'
'Breu Branco','PA','68488-000'
'Breves','PA','68800-000'
'Bujaru','PA','68670-000'
'Cachoeira do Piriá','PA','68617-000'
'Cachoeira do Arari','PA','68840-000'
'Cametá','PA','68400-000'
'Canaã dos Carajás','PA','68537-000'
'Capanema','PA','1502202'
'Capitão Poço','PA','68650-000'
'Castanhal','PA','1502400'
'Chaves','PA','68880-000'
'Colares','PA','68785-000'
'Conceição do Araguaia','PA','68540-000'
'Concórdia do Pará','PA','68685-000'
'Cumaru do Norte','PA','68398-000'
'Curionópolis','PA','68523-000'
'Curralinho','PA','68815-000'
'Curuá','PA','68210-000'
'Curuçá','PA','68750-000'
'Dom Eliseu','PA','68633-000'
'Eldorado dos Carajás','PA','68524-000'
'Faro','PA','68280-000'
'Floresta do Araguaia','PA','68543-000'
'Garrafão do Norte','PA','68665-000'
'Goianésia do Pará','PA','68639-000'
'Gurupá','PA','68300-000'
'Inhangapi','PA','68770-000'
'Ipixuna do Pará','PA','68637-000'
'Irituia','PA','68655-000'
'Itaituba','PA','1503606'
'Itupiranga','PA','68580-000'
'Jacareacanga','PA','68195-000'
'Jacundá','PA','68590-000'
'Juruti','PA','68170-000'
'Limoeiro do Ajuru','PA','68415-000'
'Mãe do Rio','PA','68675-000'
'Magalhães Barata','PA','68722-000'
'Marabá','PA','1504208'
'Maracanã','PA','68710-000'
'Marapanim','PA','68760-000'
'Marituba','PA','67200-000'
'Medicilândia','PA','68145-000'
'Melgaço','PA','68490-000'
'Mocajuba','PA','68420-000'
'Moju','PA','68450-000'
'Monte Alegre','PA','68220-000'
'Muaná','PA','68825-000'
'Nova Esperança do Piriá','PA','68618-000'
'Nova Ipixuna','PA','68585-000'
'Nova Timboteua','PA','68730-000'
'Novo Progresso','PA','68193-000'
'Novo Repartimento','PA','68473-000'
'Óbidos','PA','68250-000'
'Oeiras do Pará','PA','68470-000'
'Oriximiná','PA','68270-000'
'Ourém','PA','68640-000'
'Ourilândia do Norte','PA','68390-000'
'Pacajá','PA','68485-000'
'Palestina do Pará','PA','68535-000'
'Paragominas','PA','1505502'
'Parauapebas','PA','68515-000'
'Pau D\'Arco','PA','68545-000'
'Peixe-Boi','PA','68734-000'
'Piçarra','PA','68575-000'
'Placas','PA','68138-000'
'Ponta de Pedras','PA','68830-000'
'Portel','PA','68480-000'
'Porto de Moz','PA','68330-000'
'Prainha','PA','68130-000'
'Primavera','PA','68707-000'
'Quatipuru','PA','68709-000'
'Redenção','PA','1506138'
'Rio Maria','PA','68530-000'
'Rondon do Pará','PA','68638-000'
'Rurópolis','PA','68165-000'
'Salinópolis','PA','68721-000'
'Salvaterra','PA','68860-000'
'Santa Bárbara do Pará','PA','68798-000'
'Santa Cruz do Arari','PA','68850-000'
'Santa Isabel do Pará','PA','68790-000'
'Santa Luzia do Pará','PA','68644-000'
'Santa Maria das Barreiras','PA','68565-000'
'Santa Maria do Pará','PA','68738-000'
'Santana do Araguaia','PA','68560-000'
'Santarém','PA','1506807'
'Santarém Novo','PA','68720-000'
'Santo Antônio do Tauá','PA','68786-000'
'São Caetano de Odivelas','PA','68775-000'
'São Domingos do Araguaia','PA','68520-000'
'São Domingos do Capim','PA','68635-000'
'São Félix do Xingu','PA','68380-000'
'São Francisco do Pará','PA','68748-000'
'São Geraldo do Araguaia','PA','68570-000'
'São João da Ponta','PA','68774-000'
'São João de Pirabas','PA','68719-000'
'São João do Araguaia','PA','68518-000'
'São Miguel do Guamá','PA','68660-000'
'São Sebastião da Boa Vista','PA','68820-000'
'Sapucaia','PA','68548-000'
'Senador José Porfírio','PA','68360-000'
'Soure','PA','68870-000'
'Tailândia','PA','68695-000'
'Terra Alta','PA','68773-000'
'Terra Santa','PA','68285-000'
'Tracuateua','PA','68647-000'
'Trairão','PA','68198-000'
'Tucumã','PA','68385-000'
'Tucuruí','PA','1508100'
'Ulianópolis','PA','68632-000'
'Uruará','PA','68140-000'
'Vigia','PA','68780-000'
'Viseu','PA','68620-000'
'Vitória do Xingu','PA','68383-000'
'Xinguara','PA','1508407'
'Água Branca','PB','58748-000'
'Aguiar','PB','58778-000'
'Alagoa Grande','PB','58388-000'
'Alagoa Nova','PB','58125-000'
'Alagoinha','PB','58390-000'
'Alcantil','PB','58460-000'
'Algodão de Jandaíra','PB','58399-000'
'Alhandra','PB','58320-000'
'Amparo','PB','58548-000'
'Aparecida','PB','58823-000'
'Araçagi','PB','58270-000'
'Arara','PB','58396-000'
'Araruna','PB','58233-000'
'Areia','PB','58397-000'
'Areia de Baraúnas','PB','58732-000'
'Areial','PB','58140-000'
'Aroeiras','PB','58489-000'
'Riachão do Bacamarte','PB','58382-000'
'Assunção','PB','58685-000'
'Baía da Traição','PB','58295-000'
'Bananeiras','PB','58220-000'
'Baraúna','PB','58188-000'
'Barra de Santa Rosa','PB','58170-000'
'Barra de Santana','PB','58458-000'
'Barra de São Miguel','PB','58483-000'
'Bayeux','PB','2501807'
'Belém','PB','58255-000'
'Belém do Brejo do Cruz','PB','58895-000'
'Bernardino Batista','PB','58922-000'
'Boa Ventura','PB','58993-000'
'Boa Vista','PB','58123-000'
'Bom Jesus','PB','58930-000'
'Bom Sucesso','PB','58887-000'
'Bonito de Santa Fé','PB','58960-000'
'Boqueirão','PB','58450-000'
'Borborema','PB','58394-000'
'Brejo do Cruz','PB','58890-000'
'Brejo dos Santos','PB','58880-000'
'Caaporã','PB','58326-000'
'Cabaceiras','PB','58480-000'
'Cabedelo','PB','58310-000'
'Cachoeira dos Índios','PB','58935-000'
'Cacimba de Areia','PB','58730-000'
'Cacimba de Dentro','PB','58230-000'
'Cacimbas','PB','58698-000'
'Caiçara','PB','58253-000'
'Cajazeiras','PB','58900-000'
'Cajazeirinhas','PB','58855-000'
'Caldas Brandão','PB','58350-000'
'Camalaú','PB','58530-000'
'Campina Grande','PB','2504009'
'Capim','PB','58287-000'
'Caraúbas','PB','58595-000'
'Carrapateira','PB','58945-000'
'Casserengue','PB','58238-000'
'Catingueira','PB','58715-000'
'Catolé do Rocha','PB','58884-000'
'Caturité','PB','58455-000'
'Conceição','PB','58970-000'
'Condado','PB','58714-000'
'Conde','PB','58322-000'
'Congo','PB','58535-000'
'Coremas','PB','58770-000'
'Coxixola','PB','58588-000'
'Cruz do Espírito Santo','PB','58337-000'
'Cubati','PB','58167-000'
'Cuité','PB','58175-000'
'Cuité de Mamanguape','PB','58289-000'
'Cuitegi','PB','58208-000'
'Curral de Cima','PB','58291-000'
'Curral Velho','PB','58990-000'
'Damião','PB','58173-000'
'Desterro','PB','58695-000'
'Diamante','PB','58994-000'
'Dona Inês','PB','58228-000'
'Duas Estradas','PB','58265-000'
'Emas','PB','58763-000'
'Esperança','PB','58135-000'
'Fagundes','PB','58487-000'
'Frei Martinho','PB','58195-000'
'Gado Bravo','PB','58492-000'
'Guarabira','PB','58200-000'
'Gurinhém','PB','58356-000'
'Gurjão','PB','58670-000'
'Ibiara','PB','58980-000'
'Igaracy','PB','58775-000'
'Imaculada','PB','58745-000'
'Ingá','PB','58380-000'
'Itabaiana','PB','58360-000'
'Itaporanga','PB','58780-000'
'Itapororoca','PB','58275-000'
'Itatuba','PB','58378-000'
'Jacaraú','PB','58278-000'
'Jericó','PB','58830-000'
'João Pessoa','PB','2507507'
'Juarez Távora','PB','58387-000'
'Juazeirinho','PB','58660-000'
'Junco do Seridó','PB','58640-000'
'Juripiranga','PB','58330-000'
'Juru','PB','58750-000'
'Lagoa','PB','58835-000'
'Lagoa de Dentro','PB','58250-000'
'Lagoa Seca','PB','58117-000'
'Lastro','PB','58820-000'
'Livramento','PB','58690-000'
'Logradouro','PB','58254-000'
'Lucena','PB','58315-000'
'Mãe D\'Água','PB','58740-000'
'Malta','PB','58713-000'
'Mamanguape','PB','58280-000'
'Manaíra','PB','58995-000'
'Marcação','PB','58294-000'
'Mari','PB','58345-000'
'Marizópolis','PB','58819-000'
'Massaranduba','PB','58120-000'
'Mataraca','PB','58292-000'
'Matinhas','PB','58128-000'
'Mato Grosso','PB','58832-000'
'Maturéia','PB','58737-000'
'Mogeiro','PB','58375-000'
'Montadas','PB','58145-000'
'Monte Horebe','PB','58950-000'
'Monteiro','PB','58500-000'
'Mulungu','PB','58354-000'
'Natuba','PB','58494-000'
'Nazarezinho','PB','58817-000'
'Nova Floresta','PB','58178-000'
'Nova Olinda','PB','58798-000'
'Nova Palmeira','PB','58184-000'
'Olho D\'Água','PB','58760-000'
'Olivedos','PB','58160-000'
'Ouro Velho','PB','58560-000'
'Parari','PB','58575-000'
'Passagem','PB','58734-000'
'Patos','PB','2510808'
'Paulista','PB','58860-000'
'Pedra Branca','PB','58790-000'
'Pedra Lavrada','PB','58180-000'
'Pedras de Fogo','PB','58328-000'
'Pedro Régis','PB','58273-000'
'Piancó','PB','58765-000'
'Picuí','PB','58187-000'
'Pilar','PB','58338-000'
'Pilões','PB','58393-000'
'Pilõezinhos','PB','58210-000'
'Pirpirituba','PB','58213-000'
'Pitimbu','PB','58324-000'
'Pocinhos','PB','58150-000'
'Poço Dantas','PB','58933-000'
'Poço de José de Moura','PB','58908-000'
'Pombal','PB','58840-000'
'Prata','PB','58550-000'
'Princesa Isabel','PB','58755-000'
'Puxinanã','PB','58115-000'
'Queimadas','PB','58475-000'
'Quixabá','PB','58733-000'
'Remígio','PB','58398-000'
'Riachão','PB','58235-000'
'Riachão do Poço','PB','58348-000'
'Riacho de Santo Antônio','PB','58465-000'
'Riacho dos Cavalos','PB','58870-000'
'Rio Tinto','PB','58297-000'
'Salgadinho','PB','58650-000'
'Salgado de São Félix','PB','58370-000'
'Santa Cecília','PB','58463-000'
'Santa Cruz','PB','58824-000'
'Santa Helena','PB','58925-000'
'Santa Inês','PB','58978-000'
'Santa Luzia','PB','58600-000'
'Santa Rita','PB','2513703'
'Santa Teresinha','PB','58720-000'
'Santana de Mangueira','PB','58985-000'
'Santana dos Garrotes','PB','58795-000'
'Joca Claudino','PB','58928-000'
'Santo André','PB','58675-000'
'São Bento','PB','58865-000'
'São Bentinho','PB','58857-000'
'São Domingos de Pombal','PB','58853-000'
'São Domingos do Cariri','PB','58485-000'
'São Francisco','PB','58818-000'
'São João do Cariri','PB','58590-000'
'São João do Rio do Peixe','PB','58910-000'
'São João do Tigre','PB','58520-000'
'São José da Lagoa Tapada','PB','58815-000'
'São José de Caiana','PB','58784-000'
'São José de Espinharas','PB','58723-000'
'São José de Piranhas','PB','58940-000'
'São José de Princesa','PB','58758-000'
'São José do Bonfim','PB','58725-000'
'São José do Brejo do Cruz','PB','58893-000'
'São José do Sabugi','PB','58610-000'
'São José dos Cordeiros','PB','58570-000'
'São José dos Ramos','PB','58339-000'
'São Mamede','PB','58625-000'
'São Miguel de Taipu','PB','58334-000'
'São Sebastião de Lagoa de Roça','PB','58119-000'
'São Sebastião do Umbuzeiro','PB','58510-000'
'Sapé','PB','58340-000'
'São Vicente do Seridó','PB','58158-000'
'Serra Branca','PB','58580-000'
'Serra da Raiz','PB','58260-000'
'Serra Grande','PB','58955-000'
'Serra Redonda','PB','58385-000'
'Serraria','PB','58395-000'
'Sertãozinho','PB','58268-000'
'Sobrado','PB','58342-000'
'Solânea','PB','58225-000'
'Soledade','PB','58155-000'
'Sossego','PB','58177-000'
'Sousa','PB','2516201'
'Sumé','PB','58540-000'
'Tacima','PB','58240-000'
'Taperoá','PB','58680-000'
'Tavares','PB','58753-000'
'Teixeira','PB','58735-000'
'Tenório','PB','58665-000'
'Triunfo','PB','58920-000'
'Uiraúna','PB','58915-000'
'Umbuzeiro','PB','58497-000'
'Várzea','PB','58620-000'
'Vieirópolis','PB','58822-000'
'Vista Serrana','PB','58710-000'
'Zabelê','PB','58515-000'
'Abreu e Lima','PE','2600054'
'Afogados da Ingazeira','PE','56800-000'
'Afrânio','PE','56360-000'
'Agrestina','PE','55495-000'
'Água Preta','PE','55550-000'
'Águas Belas','PE','55340-000'
'Alagoinha','PE','55260-000'
'Aliança','PE','55890-000'
'Altinho','PE','55490-000'
'Amaraji','PE','55515-000'
'Angelim','PE','55430-000'
'Araçoiaba','PE','53690-000'
'Araripina','PE','56280-000'
'Arcoverde','PE','2601201'
'Barra de Guabiraba','PE','55690-000'
'Barreiros','PE','55560-000'
'Belém de Maria','PE','55440-000'
'Belém do São Francisco','PE','56440-000'
'Belo Jardim','PE','2601706'
'Betânia','PE','56670-000'
'Bezerros','PE','55660-000'
'Bodocó','PE','56220-000'
'Bom Conselho','PE','55330-000'
'Bom Jardim','PE','55730-000'
'Bonito','PE','55680-000'
'Brejão','PE','55325-000'
'Brejinho','PE','56740-000'
'Brejo da Madre de Deus','PE','55170-000'
'Buenos Aires','PE','55845-000'
'Buíque','PE','56520-000'
'Cabo de Santo Agostinho','PE','2602902'
'Cabrobó','PE','56180-000'
'Cachoeirinha','PE','55380-000'
'Caetés','PE','55360-000'
'Calçado','PE','55375-000'
'Calumbi','PE','56930-000'
'Camaragibe','PE','2603454'
'Camocim de São Félix','PE','55665-000'
'Camutanga','PE','55930-000'
'Canhotinho','PE','55420-000'
'Capoeiras','PE','55365-000'
'Carnaíba','PE','56820-000'
'Carnaubeira da Penha','PE','56420-000'
'Carpina','PE','2604007'
'Caruaru','PE','2604106'
'Casinhas','PE','55755-000'
'Catende','PE','55400-000'
'Cedro','PE','56130-000'
'Chã de Alegria','PE','55835-000'
'Chã Grande','PE','55636-000'
'Condado','PE','55940-000'
'Correntes','PE','55315-000'
'Cortês','PE','55525-000'
'Cumaru','PE','55655-000'
'Cupira','PE','55460-000'
'Custódia','PE','56640-000'
'Dormentes','PE','56355-000'
'Escada','PE','55500-000'
'Exu','PE','56230-000'
'Feira Nova','PE','55715-000'
'Fernando de Noronha','PE','53990-000'
'Ferreiros','PE','55880-000'
'Flores','PE','56850-000'
'Floresta','PE','56400-000'
'Frei Miguelinho','PE','55780-000'
'Gameleira','PE','55530-000'
'Garanhuns','PE','2606002'
'Glória do Goitá','PE','55620-000'
'Goiana','PE','55900-000'
'Granito','PE','56160-000'
'Gravatá','PE','2606408'
'Iati','PE','55345-000'
'Ibimirim','PE','56580-000'
'Ibirajuba','PE','55390-000'
'Igarassu','PE','2606804'
'Iguaraci','PE','56840-000'
'Inajá','PE','56560-000'
'Ingazeira','PE','56830-000'
'Ipojuca','PE','55590-000'
'Ipubi','PE','56260-000'
'Itacuruba','PE','56430-000'
'Itaíba','PE','56550-000'
'Ilha de Itamaracá','PE','53900-000'
'Itambé','PE','55920-000'
'Itapetim','PE','56720-000'
'Itapissuma','PE','53700-000'
'Itaquitinga','PE','55950-000'
'Jaboatão dos Guararapes','PE','2607901'
'Jaqueira','PE','55409-000'
'Jataúba','PE','55180-000'
'Jatobá','PE','56470-000'
'João Alfredo','PE','55720-000'
'Joaquim Nabuco','PE','55535-000'
'Jucati','PE','55398-000'
'Jupi','PE','55395-000'
'Jurema','PE','55480-000'
'Lagoa do Carro','PE','55820-000'
'Lagoa do Itaenga','PE','55840-000'
'Lagoa do Ouro','PE','55320-000'
'Lagoa dos Gatos','PE','55450-000'
'Lagoa Grande','PE','56395-000'
'Lajedo','PE','55385-000'
'Limoeiro','PE','55700-000'
'Macaparana','PE','55865-000'
'Machados','PE','55740-000'
'Manari','PE','56565-000'
'Maraial','PE','55405-000'
'Mirandiba','PE','56980-000'
'Moreilândia','PE','56150-000'
'Moreno','PE','54800-000'
'Nazaré da Mata','PE','55800-000'
'Olinda','PE','2609600'
'Orobó','PE','55745-000'
'Orocó','PE','56170-000'
'Ouricuri','PE','56200-000'
'Palmares','PE','55540-000'
'Palmeirina','PE','55310-000'
'Panelas','PE','55470-000'
'Paranatama','PE','55355-000'
'Parnamirim','PE','56163-000'
'Passira','PE','55650-000'
'Paudalho','PE','55825-000'
'Paulista','PE','2610707'
'Pedra','PE','55280-000'
'Pesqueira','PE','55200-000'
'Petrolândia','PE','56460-000'
'Petrolina','PE','2611101'
'Poção','PE','55240-000'
'Pombos','PE','55630-000'
'Primavera','PE','55510-000'
'Quipapá','PE','55415-000'
'Quixabá','PE','56828-000'
'Recife','PE','2611606'
'Riacho das Almas','PE','55120-000'
'Ribeirão','PE','55520-000'
'Rio Formoso','PE','55570-000'
'Sairé','PE','55695-000'
'Salgadinho','PE','55675-000'
'Salgueiro','PE','56000-000'
'Saloá','PE','55350-000'
'Sanharó','PE','55250-000'
'Santa Cruz','PE','56215-000'
'Santa Cruz da Baixa Verde','PE','56895-000'
'Santa Cruz do Capibaribe','PE','55190-000'
'Santa Filomena','PE','56210-000'
'Santa Maria da Boa Vista','PE','56380-000'
'Santa Maria do Cambucá','PE','55765-000'
'Santa Terezinha','PE','56750-000'
'São Benedito do Sul','PE','55410-000'
'São Bento do Una','PE','55370-000'
'São Caitano','PE','55130-000'
'São João','PE','55435-000'
'São Joaquim do Monte','PE','55670-000'
'São José da Coroa Grande','PE','55565-000'
'São José do Belmonte','PE','56950-000'
'São José do Egito','PE','56700-000'
'São Lourenço da Mata','PE','2613701'
'São Vicente Ferrer','PE','55860-000'
'Serra Talhada','PE','2613909'
'Serrita','PE','56140-000'
'Sertânia','PE','56600-000'
'Sirinhaém','PE','55580-000'
'Solidão','PE','56795-000'
'Surubim','PE','55750-000'
'Tabira','PE','56780-000'
'Tacaimbó','PE','55140-000'
'Tacaratu','PE','56480-000'
'Tamandaré','PE','55578-000'
'Taquaritinga do Norte','PE','55790-000'
'Terezinha','PE','55305-000'
'Terra Nova','PE','56190-000'
'Timbaúba','PE','55870-000'
'Toritama','PE','55125-000'
'Tracunhaém','PE','55805-000'
'Trindade','PE','56250-000'
'Triunfo','PE','56870-000'
'Tupanatinga','PE','56540-000'
'Tuparetama','PE','56760-000'
'Venturosa','PE','55270-000'
'Verdejante','PE','56120-000'
'Vertente do Lério','PE','55760-000'
'Vertentes','PE','55770-000'
'Vicência','PE','55850-000'
'Vitória de Santo Antão','PE','2616407'
'Xexéu','PE','55555-000'
'Acauã','PI','64748-000'
'Agricolândia','PI','64440-000'
'Água Branca','PI','64460-000'
'Alagoinha do Piauí','PI','64655-000'
'Alegrete do Piauí','PI','64675-000'
'Alto Longá','PI','64360-000'
'Altos','PI','64290-000'
'Alvorada do Gurguéia','PI','64923-000'
'Amarante','PI','64400-000'
'Angical do Piauí','PI','64410-000'
'Anísio de Abreu','PI','64780-000'
'Antônio Almeida','PI','64855-000'
'Aroazes','PI','64310-000'
'Arraial','PI','64480-000'
'Assunção do Piauí','PI','64333-000'
'Avelino Lopes','PI','64965-000'
'Baixa Grande do Ribeiro','PI','64868-000'
'Barra D\'Alcântara','PI','64528-000'
'Barras','PI','64100-000'
'Barreiras do Piauí','PI','64990-000'
'Barro Duro','PI','64455-000'
'Batalha','PI','64190-000'
'Bela Vista do Piauí','PI','64705-000'
'Belém do Piauí','PI','64678-000'
'Beneditinos','PI','64380-000'
'Bertolínia','PI','64870-000'
'Betânia do Piauí','PI','64753-000'
'Boa Hora','PI','64108-000'
'Bocaina','PI','64630-000'
'Bom Jesus','PI','64900-000'
'Bom Princípio do Piauí','PI','64225-000'
'Bonfim do Piauí','PI','64775-000'
'Boqueirão do Piauí','PI','64283-000'
'Brasileira','PI','64265-000'
'Brejo do Piauí','PI','64895-000'
'Buriti dos Lopes','PI','64230-000'
'Buriti dos Montes','PI','64345-000'
'Cabeceiras do Piauí','PI','64105-000'
'Cajazeiras do Piauí','PI','64514-000'
'Cajueiro da Praia','PI','64222-000'
'Caldeirão Grande do Piauí','PI','64695-000'
'Campinas do Piauí','PI','64730-000'
'Campo Alegre do Fidalgo','PI','64767-000'
'Campo Grande do Piauí','PI','64578-000'
'Campo Largo do Piauí','PI','64148-000'
'Campo Maior','PI','64280-000'
'Canavieira','PI','64833-000'
'Canto do Buriti','PI','64890-000'
'Capitão de Campos','PI','64270-000'
'Capitão Gervásio Oliveira','PI','64763-000'
'Caracol','PI','64795-000'
'Caraúbas do Piauí','PI','64233-000'
'Caridade do Piauí','PI','64590-000'
'Castelo do Piauí','PI','64340-000'
'Caxingó','PI','64228-000'
'Cocal','PI','64235-000'
'Cocal de Telha','PI','64278-000'
'Cocal dos Alves','PI','64238-000'
'Coivaras','PI','64335-000'
'Colônia do Gurguéia','PI','64885-000'
'Colônia do Piauí','PI','64516-000'
'Conceição do Canindé','PI','64740-000'
'Coronel José Dias','PI','64793-000'
'Corrente','PI','64980-000'
'Cristalândia do Piauí','PI','64995-000'
'Cristino Castro','PI','64920-000'
'Curimatá','PI','64960-000'
'Currais','PI','64905-000'
'Curral Novo do Piauí','PI','64595-000'
'Curralinhos','PI','64453-000'
'Demerval Lobão','PI','64390-000'
'Dirceu Arcoverde','PI','64785-000'
'Dom Expedito Lopes','PI','64620-000'
'Dom Inocêncio','PI','64790-000'
'Domingos Mourão','PI','64250-000'
'Elesbão Veloso','PI','64325-000'
'Eliseu Martins','PI','64880-000'
'Esperantina','PI','64180-000'
'Fartura do Piauí','PI','64788-000'
'Flores do Piauí','PI','64815-000'
'Floresta do Piauí','PI','64563-000'
'Floriano','PI','64800-000'
'Francinópolis','PI','64520-000'
'Francisco Ayres','PI','64475-000'
'Francisco Macedo','PI','64683-000'
'Francisco Santos','PI','64645-000'
'Fronteiras','PI','64690-000'
'Geminiano','PI','64613-000'
'Gilbués','PI','64930-000'
'Guadalupe','PI','64840-000'
'Guaribas','PI','64798-000'
'Hugo Napoleão','PI','64470-000'
'Ilha Grande','PI','64224-000'
'Inhuma','PI','64535-000'
'Ipiranga do Piauí','PI','64540-000'
'Isaías Coelho','PI','64570-000'
'Itainópolis','PI','64565-000'
'Itaueira','PI','64820-000'
'Jacobina do Piauí','PI','64755-000'
'Jaicós','PI','64575-000'
'Jardim do Mulato','PI','64495-000'
'Jatobá do Piauí','PI','64275-000'
'Jerumenha','PI','64830-000'
'João Costa','PI','64765-000'
'Joaquim Pires','PI','64170-000'
'Joca Marques','PI','64165-000'
'José de Freitas','PI','64110-000'
'Juazeiro do Piauí','PI','64343-000'
'Júlio Borges','PI','64963-000'
'Jurema','PI','64782-000'
'Lagoa Alegre','PI','64138-000'
'Lagoa de São Francisco','PI','64258-000'
'Lagoa do Barro do Piauí','PI','64768-000'
'Lagoa do Piauí','PI','64388-000'
'Lagoa do Sítio','PI','64308-000'
'Lagoinha do Piauí','PI','64465-000'
'Landri Sales','PI','64850-000'
'Luís Correia','PI','64220-000'
'Luzilândia','PI','64160-000'
'Madeiro','PI','64168-000'
'Manoel Emídio','PI','64875-000'
'Marcolândia','PI','64685-000'
'Marcos Parente','PI','64845-000'
'Massapê do Piauí','PI','64573-000'
'Matias Olímpio','PI','64150-000'
'Miguel Alves','PI','64130-000'
'Miguel Leão','PI','64445-000'
'Milton Brandão','PI','64253-000'
'Monsenhor Gil','PI','64450-000'
'Monsenhor Hipólito','PI','64650-000'
'Monte Alegre do Piauí','PI','64940-000'
'Morro Cabeça no Tempo','PI','64968-000'
'Morro do Chapéu do Piauí','PI','64178-000'
'Murici dos Portelas','PI','64175-000'
'Nazaré do Piauí','PI','64825-000'
'Nossa Senhora de Nazaré','PI','64288-000'
'Nossa Senhora dos Remédios','PI','64140-000'
'Nova Santa Rita','PI','64764-000'
'Novo Oriente do Piauí','PI','64530-000'
'Novo Santo Antônio','PI','64365-000'
'Oeiras','PI','64500-000'
'Olho D\'Água do Piauí','PI','64468-000'
'Padre Marcos','PI','64680-000'
'Paes Landim','PI','64710-000'
'Pajeú do Piauí','PI','64898-000'
'Palmeira do Piauí','PI','64925-000'
'Palmeirais','PI','64420-000'
'Paquetá','PI','64618-000'
'Parnaguá','PI','64970-000'
'Parnaíba','PI','2207702'
'Passagem Franca do Piauí','PI','64395-000'
'Patos do Piauí','PI','64580-000'
'Paulistana','PI','64750-000'
'Pavussu','PI','64838-000'
'Pedro II','PI','64255-000'
'Pedro Laurentino','PI','64728-000'
'Picos','PI','64600-000'
'Pimenteiras','PI','64320-000'
'Pio IX','PI','64660-000'
'Piracuruca','PI','64240-000'
'Piripiri','PI','64260-000'
'Porto','PI','64145-000'
'Porto Alegre do Piauí','PI','64858-000'
'Prata do Piauí','PI','64370-000'
'Queimada Nova','PI','64758-000'
'Redenção do Gurguéia','PI','64915-000'
'Regeneração','PI','64490-000'
'Riacho Frio','PI','64975-000'
'Ribeira do Piauí','PI','64725-000'
'Ribeiro Gonçalves','PI','64865-000'
'Rio Grande do Piauí','PI','64835-000'
'Santa Cruz do Piauí','PI','64545-000'
'Santa Cruz dos Milagres','PI','64315-000'
'Santa Filomena','PI','64945-000'
'Santa Luz','PI','64910-000'
'Santa Rosa do Piauí','PI','64518-000'
'Santana do Piauí','PI','64615-000'
'Santo Antônio de Lisboa','PI','64640-000'
'Santo Antônio dos Milagres','PI','64438-000'
'Santo Inácio do Piauí','PI','64560-000'
'São Braz do Piauí','PI','64783-000'
'São Félix do Piauí','PI','64375-000'
'São Francisco de Assis do Piauí','PI','64745-000'
'São Francisco do Piauí','PI','64550-000'
'São Gonçalo do Gurguéia','PI','64993-000'
'São Gonçalo do Piauí','PI','64435-000'
'São João da Canabrava','PI','64635-000'
'São João da Fronteira','PI','64243-000'
'São João da Serra','PI','64350-000'
'São João da Varjota','PI','64510-000'
'São João do Arraial','PI','64155-000'
'São João do Piauí','PI','64760-000'
'São José do Divino','PI','64245-000'
'São José do Peixe','PI','64555-000'
'São José do Piauí','PI','64625-000'
'São Julião','PI','64670-000'
'São Lourenço do Piauí','PI','64778-000'
'São Luís do Piauí','PI','64638-000'
'São Miguel da Baixa Grande','PI','64378-000'
'São Miguel do Fidalgo','PI','64558-000'
'São Miguel do Tapuio','PI','64330-000'
'São Pedro do Piauí','PI','64430-000'
'São Raimundo Nonato','PI','64770-000'
'Sebastião Barros','PI','64985-000'
'Sebastião Leal','PI','64873-000'
'Sigefredo Pacheco','PI','64285-000'
'Simões','PI','64585-000'
'Simplício Mendes','PI','64700-000'
'Socorro do Piauí','PI','64720-000'
'Sussuapara','PI','64610-000'
'Tamboril do Piauí','PI','64893-000'
'Tanque do Piauí','PI','64512-000'
'Teresina','PI','2211001'
'União','PI','64120-000'
'Uruçuí','PI','64860-000'
'Valença do Piauí','PI','64300-000'
'Várzea Branca','PI','64773-000'
'Várzea Grande','PI','64525-000'
'Vera Mendes','PI','64568-000'
